Date,Open,High,Low,Close,Adj Close,Volume
2021-04-09,112.910004,113.269997,111.970001,113.180000,111.813492,4114300
2021-04-12,113.019997,113.889999,112.769997,113.809998,112.435883,4707800
2021-04-13,113.779999,115.599998,113.680000,115.360001,113.967171,4607400
2021-04-14,115.220001,116.239998,114.720001,115.160004,113.769592,3994600
2021-04-15,115.099998,116.889999,114.779999,116.660004,115.251480,5079100
2021-04-16,117.820000,118.500000,116.940002,118.339996,116.911186,5777900
2021-04-19,118.169998,118.980003,117.040001,117.599998,116.180115,4889700
2021-04-20,116.959999,117.260002,115.349998,116.269997,114.866180,5662400
2021-04-21,116.089996,117.260002,115.860001,116.739998,115.330505,4397400
2021-04-22,116.870003,116.879997,115.230003,115.919998,114.520409,5744900
2021-04-23,116.019997,117.980003,115.839996,117.559998,116.140602,4555800
2021-04-26,116.949997,117.250000,115.059998,115.919998,114.520409,5924900
2021-04-27,115.669998,116.389999,115.269997,116.150002,114.747627,7260900
2021-04-28,113.440002,114.150002,111.610001,112.400002,111.042915,14793500
2021-04-29,113.209999,115.150002,112.760002,114.629997,113.245987,8936600
2021-04-30,114.000000,114.949997,113.489998,114.489998,113.107674,6478700
2021-05-03,115.180000,116.739998,115.129997,115.720001,114.322823,5049800
2021-05-04,115.150002,115.400002,113.540001,114.110001,112.732254,6265100
2021-05-05,114.209999,114.879997,113.160004,113.480003,112.109871,4677700
2021-05-06,113.650002,114.809998,113.099998,114.739998,113.354660,4113300
2021-05-07,115.110001,115.839996,114.239998,114.339996,112.959488,4867500
2021-05-10,114.570000,116.089996,114.209999,114.300003,112.919968,5759500
2021-05-11,113.320000,113.690002,112.169998,113.550003,112.179031,7775400
2021-05-12,111.870003,112.389999,109.559998,109.790001,108.895973,7965300
2021-05-13,110.160004,111.180000,109.160004,110.489998,109.590271,7999400
2021-05-14,111.010002,111.589996,110.250000,111.199997,110.294495,6836300
2021-05-17,111.220001,111.269997,109.830002,110.980003,110.076294,4521200
2021-05-18,111.370003,112.209999,111.010002,111.070000,110.165550,5177300
2021-05-19,109.599998,109.940002,108.879997,109.669998,108.776955,5997400
2021-05-20,109.980003,111.690002,109.870003,111.410004,110.502792,5345500
2021-05-21,111.629997,112.220001,110.570000,110.919998,110.016777,5146500
2021-05-24,111.800003,113.029999,111.519997,112.519997,111.603745,5476100
2021-05-25,112.919998,113.150002,112.180000,112.629997,111.712845,5391800
2021-05-26,113.300003,113.870003,112.629997,112.849998,111.931053,3841600
2021-05-27,113.470001,114.089996,112.760002,113.510002,112.585686,7378400
2021-05-28,114.349998,114.349998,113.050003,113.879997,112.952667,4239800
2021-06-01,114.559998,114.620003,113.099998,113.339996,112.417068,4306900
2021-06-02,113.709999,113.709999,112.750000,113.000000,112.079834,5045000
2021-06-03,112.010002,112.239998,110.150002,111.120003,110.215149,5723900
2021-06-04,111.620003,112.070000,111.050003,111.989998,111.078056,4477500
2021-06-07,111.980003,112.279999,110.989998,111.330002,110.423439,4009000
2021-06-08,111.379997,111.989998,110.860001,111.519997,110.611885,4669800
2021-06-09,111.739998,112.190002,111.330002,111.389999,110.482948,3669400
2021-06-10,111.800003,112.430000,111.440002,112.209999,111.296272,3833200
2021-06-11,112.279999,112.830002,112.190002,112.559998,111.643417,3231200
2021-06-14,112.779999,113.230003,111.500000,112.449997,111.534317,4222400
2021-06-15,112.459999,112.500000,111.559998,111.889999,110.978874,3487300
2021-06-16,112.419998,112.570000,110.199997,111.360001,110.453194,4822000
2021-06-17,111.000000,111.949997,110.709999,111.389999,110.482948,4008500
2021-06-18,110.739998,110.750000,109.260002,109.699997,108.806702,7024400
2021-06-21,110.000000,111.370003,109.680000,110.970001,110.066368,5628500
2021-06-22,111.070000,112.260002,110.599998,111.849998,110.939201,3583500
2021-06-23,111.279999,111.970001,111.139999,111.559998,110.651558,3552100
2021-06-24,111.779999,112.910004,111.779999,111.989998,111.078056,3840000
2021-06-25,112.750000,113.220001,112.220001,113.040001,112.119514,12171200
2021-06-28,112.930000,113.050003,111.449997,112.239998,111.326027,4546600
2021-06-29,112.070000,112.690002,111.529999,112.269997,111.355782,3789500
2021-06-30,112.339996,112.589996,111.269997,111.809998,110.899529,6759100
2021-07-01,111.949997,113.489998,111.809998,113.410004,112.486496,4810600
2021-07-02,113.970001,115.300003,113.709999,114.970001,114.033791,4722000
2021-07-06,115.080002,115.849998,114.320000,115.730003,114.787613,5294700
2021-07-07,115.879997,117.769997,115.650002,117.139999,116.186119,5382300
2021-07-08,115.449997,116.760002,115.239998,115.989998,115.045486,4486100
2021-07-09,116.059998,117.739998,116.000000,117.470001,116.513443,3533600
2021-07-12,117.750000,118.779999,117.389999,118.459999,117.495369,5683400
2021-07-13,118.540001,119.989998,118.449997,119.550003,118.576500,5529300
2021-07-14,119.940002,120.830002,119.680000,119.800003,118.824463,5701800
2021-07-15,119.290001,119.580002,118.180000,118.970001,118.001221,6467500
2021-07-16,119.680000,120.480003,118.500000,118.730003,117.763184,5024800
2021-07-19,117.540001,117.550003,114.330002,115.320000,114.380943,7731300
2021-07-20,115.629997,118.070000,115.330002,117.419998,116.463844,5117800
2021-07-21,117.540001,119.650002,117.480003,119.269997,118.298782,4377500
2021-07-22,119.339996,122.919998,119.070000,122.629997,121.631416,7172300
2021-07-23,124.550003,126.320000,123.919998,125.970001,124.944221,7934200
2021-07-26,125.739998,126.099998,124.250000,126.059998,125.033485,4827500
2021-07-27,126.080002,126.160004,124.809998,126.029999,125.003738,6110900
2021-07-28,122.559998,123.330002,121.389999,122.410004,121.413216,11747000
2021-07-29,122.930000,123.470001,122.139999,122.379997,121.383453,6618400
2021-07-30,122.190002,122.980003,121.099998,121.430000,120.441193,5711700
2021-08-02,122.029999,122.980003,120.070000,120.370003,119.389832,5996800
2021-08-03,120.570000,120.750000,117.519997,119.129997,118.159912,6030500
2021-08-04,119.129997,119.209999,117.570000,118.250000,117.287086,6675500
2021-08-05,118.720001,119.089996,118.110001,119.029999,118.060738,4281900
2021-08-06,119.139999,119.209999,118.080002,119.050003,118.080574,6831500
2021-08-09,118.989998,119.019997,117.750000,117.940002,116.979614,4557900
2021-08-10,118.389999,118.500000,115.980003,116.389999,115.442230,9839700
2021-08-11,116.339996,117.290001,115.900002,116.500000,115.999825,6472300
2021-08-12,116.410004,116.779999,115.510002,115.750000,115.253044,4358300
2021-08-13,115.940002,116.830002,115.400002,116.760002,116.258713,4360900
2021-08-16,116.690002,117.730003,116.410004,117.540001,117.035362,5976000
2021-08-17,116.620003,116.940002,115.559998,116.570000,116.069527,4719800
2021-08-18,116.279999,116.739998,115.599998,115.680000,115.183350,4520500
2021-08-19,114.510002,115.070000,113.610001,114.320000,113.829185,5317100
2021-08-20,113.980003,115.000000,113.660004,114.629997,114.137856,3485400
2021-08-23,114.709999,115.459999,114.709999,115.150002,114.655624,4235100
2021-08-24,115.389999,115.849998,114.940002,115.080002,114.585930,3447300
2021-08-25,115.589996,115.989998,115.000000,115.570000,115.073822,3881500
2021-08-26,115.620003,115.769997,113.860001,114.320000,113.829185,5188200
2021-08-27,114.610001,115.389999,114.180000,115.120003,114.625755,4202900
2021-08-30,115.610001,115.820000,114.629997,115.610001,115.113647,3078200
2021-08-31,115.769997,117.599998,115.650002,117.489998,116.985573,6995500
2021-09-01,118.010002,118.330002,117.279999,117.449997,116.945747,4402700
2021-09-02,118.290001,118.360001,116.900002,117.370003,116.866096,3801900
2021-09-03,116.839996,117.580002,116.339996,117.190002,116.686867,2921300
2021-09-07,117.089996,117.129997,115.470001,115.790001,115.292877,4264900
2021-09-08,116.099998,118.190002,115.510002,118.040001,117.533218,5548400
2021-09-09,117.980003,120.070000,117.800003,118.790001,118.279999,4711200
2021-09-10,119.349998,120.760002,118.889999,119.339996,118.827629,6516800
2021-09-13,119.889999,120.150002,118.559998,119.180000,118.668320,4381100
2021-09-14,119.720001,119.860001,118.360001,118.860001,118.349693,4722800
2021-09-15,116.959999,117.019997,113.120003,114.639999,114.147812,11556200
2021-09-16,114.790001,115.269997,113.190002,114.669998,114.177681,7997000
2021-09-17,114.540001,114.849998,113.120003,113.410004,112.923096,9261000
2021-09-20,111.349998,112.269997,110.379997,111.820000,111.339920,7795200
2021-09-21,111.919998,113.599998,111.750000,112.220001,111.738205,5468400
2021-09-22,113.059998,114.029999,112.320000,113.070000,112.584557,4578200
2021-09-23,113.389999,114.709999,113.099998,114.139999,113.649956,3842000
2021-09-24,114.129997,114.860001,113.760002,114.110001,113.620087,3955000
2021-09-27,113.610001,114.669998,112.910004,113.680000,113.191933,3988800
2021-09-28,112.680000,113.000000,111.080002,111.709999,111.230392,5917700
2021-09-29,111.900002,112.519997,111.570000,112.169998,111.688416,4389100
2021-09-30,111.519997,112.160004,110.309998,110.309998,109.836403,5974500
2021-10-01,110.889999,113.459999,110.540001,112.919998,112.435196,5636900
2021-10-04,112.430000,113.080002,111.019997,111.459999,110.981468,4497700
2021-10-05,111.129997,111.480003,110.029999,110.849998,110.374084,5884000
2021-10-06,110.180000,112.019997,109.480003,111.639999,111.160690,5734500
2021-10-07,112.379997,112.980003,112.050003,112.209999,111.728249,5549500
2021-10-08,112.580002,112.660004,111.129997,111.220001,110.742500,3786600
2021-10-11,112.889999,113.559998,110.919998,110.940002,110.463699,5987300
2021-10-12,111.720001,111.870003,110.660004,111.000000,110.523438,3866800
2021-10-13,111.389999,111.480003,109.410004,110.760002,110.284477,4806500
2021-10-14,111.080002,112.610001,111.010002,111.870003,111.389709,5194900
2021-10-15,112.449997,112.919998,110.949997,111.449997,110.971504,5855800
2021-10-18,111.440002,113.570000,110.959999,113.370003,112.883270,4958400
2021-10-19,113.739998,114.540001,112.760002,113.489998,113.002747,5799300
2021-10-20,113.059998,115.110001,112.709999,113.860001,113.371162,7645200
2021-10-21,113.930000,114.559998,113.610001,114.440002,113.948677,3684300
2021-10-22,114.410004,114.980003,114.070000,114.550003,114.058205,3396400
2021-10-25,114.739998,114.879997,113.360001,114.709999,114.217514,4290600
2021-10-26,114.919998,115.279999,114.250000,114.919998,114.426613,5948000
2021-10-27,115.570000,115.570000,113.080002,113.510002,113.022667,5853900
2021-10-28,113.739998,114.599998,112.459999,113.199997,112.713989,7697600
2021-10-29,107.500000,107.989998,104.019997,106.070000,105.614609,27401600
2021-11-01,107.230003,110.150002,107.199997,109.800003,109.328598,14184600
2021-11-02,110.250000,111.820000,109.790001,111.449997,110.971504,11538900
2021-11-03,111.330002,112.919998,110.110001,112.610001,112.126526,6422600
2021-11-04,111.599998,112.419998,110.930000,112.160004,111.678467,8212600
2021-11-05,113.239998,117.330002,113.139999,116.910004,116.408073,10255500
2021-11-08,116.519997,117.470001,114.570000,115.160004,114.665588,8753300
2021-11-09,114.650002,115.599998,113.370003,114.129997,113.639999,6754700
2021-11-10,112.910004,114.459999,112.599998,113.250000,113.250000,6563700
2021-11-11,113.250000,113.250000,110.540001,111.440002,111.440002,7191900
2021-11-12,111.739998,112.239998,111.089996,111.720001,111.720001,7349400
2021-11-15,112.120003,113.650002,111.580002,111.870003,111.870003,6566100
2021-11-16,112.279999,113.110001,111.510002,112.230003,112.230003,7965000
2021-11-17,112.220001,113.110001,111.660004,112.519997,112.519997,5768600
2021-11-18,112.120003,113.230003,111.339996,112.900002,112.900002,5632100
2021-11-19,112.730003,112.900002,109.769997,110.779999,110.779999,6921800
2021-11-22,111.110001,112.589996,110.669998,111.449997,111.449997,5967300
2021-11-23,112.000000,114.110001,111.779999,113.580002,113.580002,7911000
2021-11-24,113.410004,114.260002,113.080002,113.970001,113.970001,4464300
2021-11-26,110.010002,110.830002,109.250000,110.660004,110.660004,6703200
2021-11-29,111.360001,111.690002,109.620003,110.730003,110.730003,7114100
2021-11-30,109.550003,111.089996,109.050003,109.639999,109.639999,9483300
2021-12-01,110.959999,113.349998,108.550003,108.660004,108.660004,7618500
2021-12-02,109.169998,112.080002,109.169998,111.419998,111.419998,7709400
2021-12-03,111.849998,112.849998,110.080002,111.239998,111.239998,7013100
2021-12-06,112.010002,114.169998,111.709999,113.360001,113.360001,8280200
2021-12-07,115.059998,117.190002,114.790001,116.260002,116.260002,8781600
